sample_id	study_id	cell_or_tissue
SAMN03329243	SRP053190	fibroblast
SAMN03329232	SRP053190	fibroblast
SAMN03329249	SRP053190	fibroblast
SAMN03329255	SRP053190	fibroblast
SAMN03329228	SRP053190	fibroblast
SAMN03329248	SRP053190	fibroblast
SAMN03329251	SRP053190	fibroblast
SAMN03329246	SRP053190	fibroblast
SAMN03329252	SRP053190	fibroblast
SAMN03329230	SRP053190	fibroblast
SAMN03329253	SRP053190	fibroblast
SAMN03329256	SRP053190	fibroblast
SAMN03329229	SRP053190	fibroblast
SAMN03329250	SRP053190	fibroblast
SAMN03329254	SRP053190	fibroblast
SAMN03329247	SRP053190	fibroblast
SAMN03329236	SRP053190	fibroblast
SAMN03329233	SRP053190	fibroblast
SAMN03329237	SRP053190	fibroblast
SAMN03329242	SRP053190	fibroblast
SAMN03329258	SRP053190	fibroblast
SAMN03329245	SRP053190	fibroblast
SAMN03329238	SRP053190	fibroblast
SAMN03329239	SRP053190	fibroblast
SAMN03329231	SRP053190	fibroblast
SAMN03352056	SRP055101	endothelial cell
SAMN03352059	SRP055101	endothelial cell
SAMN03352060	SRP055101	endothelial cell
SAMN03352057	SRP055101	endothelial cell
SAMN03352053	SRP055101	endothelial cell
SAMN03352058	SRP055101	endothelial cell
SAMN03352050	SRP055101	endothelial cell
SAMN03352052	SRP055101	endothelial cell
SAMN03352054	SRP055101	endothelial cell
SAMN03352051	SRP055101	endothelial cell
SAMN03352046	SRP055101	endothelial cell
SAMN03352047	SRP055101	endothelial cell
SAMN03352049	SRP055101	endothelial cell
SAMN03352048	SRP055101	endothelial cell
SAMN03352055	SRP055101	endothelial cell
SAMN03360396	SRP055381	breast cancer
SAMN03360398	SRP055381	breast cancer
SAMN03360394	SRP055381	breast cancer
SAMN03360397	SRP055381	breast cancer
SAMN03360395	SRP055381	breast cancer
SAMN03360393	SRP055381	breast cancer
SAMN03360466	SRP055390	B cell
SAMN03360475	SRP055390	B cell
SAMN03360459	SRP055390	B cell
SAMN03360483	SRP055390	B cell
SAMN03360474	SRP055390	B cell
SAMN03360476	SRP055390	B cell
SAMN03360486	SRP055390	B cell
SAMN03360445	SRP055390	B cell
SAMN03360453	SRP055390	B cell
SAMN03360450	SRP055390	B cell
SAMN03360446	SRP055390	B cell
SAMN03360488	SRP055390	B cell
SAMN03360480	SRP055390	B cell
SAMN03360449	SRP055390	B cell
SAMN03360457	SRP055390	B cell
SAMN03360482	SRP055390	B cell
SAMN03360490	SRP055390	B cell
SAMN03360496	SRP055390	B cell
SAMN03360448	SRP055390	B cell
SAMN03360468	SRP055390	B cell
SAMN03360469	SRP055390	B cell
SAMN03360478	SRP055390	B cell
SAMN03360492	SRP055390	B cell
SAMN03360456	SRP055390	B cell
SAMN03360472	SRP055390	B cell
SAMN03360479	SRP055390	B cell
SAMN03360462	SRP055390	B cell
SAMN03360455	SRP055390	B cell
SAMN03360461	SRP055390	B cell
SAMN03360495	SRP055390	B cell
SAMN03360487	SRP055390	B cell
SAMN03360460	SRP055390	B cell
SAMN03360484	SRP055390	B cell
SAMN03360463	SRP055390	B cell
SAMN03360473	SRP055390	B cell
SAMN03360447	SRP055390	B cell
SAMN03360481	SRP055390	B cell
SAMN03360493	SRP055390	B cell
SAMN03360458	SRP055390	B cell
SAMN03360465	SRP055390	B cell
SAMN03360464	SRP055390	B cell
SAMN03360470	SRP055390	B cell
SAMN03360477	SRP055390	B cell
SAMN03360451	SRP055390	B cell
SAMN03360454	SRP055390	B cell
SAMN03360485	SRP055390	B cell
SAMN03360467	SRP055390	B cell
SAMN03360494	SRP055390	B cell
SAMN03360471	SRP055390	B cell
SAMN03360489	SRP055390	B cell
SAMN03360491	SRP055390	B cell
SAMN03366661	SRP055440	cerebral cortex
SAMN03366660	SRP055440	cerebral cortex
SAMN03366659	SRP055440	neuron
SAMN03366656	SRP055440	cerebral cortex
SAMN03366655	SRP055440	neuron
SAMN03366662	SRP055440	neuron
SAMN03366774	SRP055444	CLL
SAMN03366772	SRP055444	CLL
SAMN03366768	SRP055444	CLL
SAMN03366777	SRP055444	CLL
SAMN03366771	SRP055444	CLL
SAMN03366780	SRP055444	CLL
SAMN03366775	SRP055444	CLL
SAMN03366773	SRP055444	CLL
SAMN03366770	SRP055444	CLL
SAMN03366776	SRP055444	CLL
SAMN03366782	SRP055444	CLL
SAMN03366767	SRP055444	CLL
SAMN03366781	SRP055444	CLL
SAMN03366766	SRP055444	CLL
SAMN03366769	SRP055444	CLL
SAMN03366778	SRP055444	CLL
SAMN03366779	SRP055444	CLL
SAMN03365306	SRP055454	fibroblast
SAMN03365302	SRP055454	fibroblast
SAMN03365301	SRP055454	fibroblast
SAMN03365305	SRP055454	fibroblast
SAMN03365304	SRP055454	fibroblast
SAMN03365309	SRP055454	fibroblast
SAMN03365303	SRP055454	fibroblast
SAMN03365307	SRP055454	fibroblast
SAMN03365308	SRP055454	fibroblast
SAMN03372111	SRP055474	PBMC
SAMN03372119	SRP055474	PBMC
SAMN03372121	SRP055474	PBMC
SAMN03372118	SRP055474	PBMC
SAMN03372113	SRP055474	PBMC
SAMN03372114	SRP055474	PBMC
SAMN03372115	SRP055474	PBMC
SAMN03372117	SRP055474	PBMC
SAMN03372112	SRP055474	PBMC
SAMN03372116	SRP055474	PBMC
SAMN03372120	SRP055474	PBMC
SAMN03372110	SRP055474	PBMC
SAMN03375249	SRP055512	breast
SAMN03375256	SRP055512	breast
SAMN03375257	SRP055512	breast
SAMN03375252	SRP055512	breast
SAMN03375251	SRP055512	breast
SAMN03375247	SRP055512	breast
SAMN03375255	SRP055512	breast
SAMN03375248	SRP055512	breast
SAMN03375254	SRP055512	breast
SAMN03375253	SRP055512	breast
SAMN03375258	SRP055512	breast
SAMN03375250	SRP055512	breast
SAMN03375372	SRP055514	monocyte
SAMN03375404	SRP055514	monocyte
SAMN03375383	SRP055514	monocyte
SAMN03375396	SRP055514	monocyte
SAMN03375385	SRP055514	monocyte
SAMN03375398	SRP055514	monocyte
SAMN03375387	SRP055514	monocyte
SAMN03375380	SRP055514	monocyte
SAMN03375388	SRP055514	monocyte
SAMN03375378	SRP055514	monocyte
SAMN03375384	SRP055514	monocyte
SAMN03375392	SRP055514	monocyte
SAMN03375375	SRP055514	monocyte
SAMN03375373	SRP055514	monocyte
SAMN03375397	SRP055514	monocyte
SAMN03375403	SRP055514	monocyte
SAMN03375395	SRP055514	monocyte
SAMN03375379	SRP055514	monocyte
SAMN03375401	SRP055514	monocyte
SAMN03375386	SRP055514	monocyte
SAMN03375381	SRP055514	monocyte
SAMN03375405	SRP055514	monocyte
SAMN03375399	SRP055514	monocyte
SAMN03375377	SRP055514	monocyte
SAMN03375374	SRP055514	monocyte
SAMN03375390	SRP055514	monocyte
SAMN03375394	SRP055514	monocyte
SAMN03375406	SRP055514	monocyte
SAMN03375393	SRP055514	monocyte
SAMN03375389	SRP055514	monocyte
SAMN03375400	SRP055514	monocyte
SAMN03375402	SRP055514	monocyte
SAMN03375407	SRP055514	monocyte
SAMN03375371	SRP055514	monocyte
SAMN03375370	SRP055514	monocyte
SAMN03375391	SRP055514	monocyte
SAMN03375376	SRP055514	monocyte
SAMN03375382	SRP055514	monocyte
SAMN03379924	SRP055675	Treg
SAMN03379922	SRP055675	Treg
SAMN03379917	SRP055675	Treg
SAMN03379927	SRP055675	Treg
SAMN03379926	SRP055675	Treg
SAMN03379923	SRP055675	Treg
SAMN03379925	SRP055675	Treg
SAMN03379919	SRP055675	Treg
SAMN03379918	SRP055675	Treg
SAMN03379920	SRP055675	Treg
SAMN03379921	SRP055675	Treg
SAMN03382962	SRP055749	adipose tissue
SAMN03382961	SRP055749	adipose tissue
SAMN03382963	SRP055749	adipose tissue
SAMN03382959	SRP055749	adipose tissue
SAMN03382949	SRP055749	adipose tissue
SAMN03382957	SRP055749	adipose tissue
SAMN03382955	SRP055749	adipose tissue
SAMN03382951	SRP055749	adipose tissue
SAMN03382950	SRP055749	adipose tissue
SAMN03382954	SRP055749	adipose tissue
SAMN03382958	SRP055749	adipose tissue
SAMN03382948	SRP055749	adipose tissue
SAMN03382952	SRP055749	adipose tissue
SAMN03382956	SRP055749	adipose tissue
SAMN03382960	SRP055749	adipose tissue
SAMN03382953	SRP055749	adipose tissue
SAMN03389322	SRP055860	lung cancer
SAMN03389334	SRP055860	lung cancer
SAMN03389324	SRP055860	lung cancer
SAMN03389331	SRP055860	lung cancer
SAMN03389332	SRP055860	lung cancer
SAMN03389321	SRP055860	lung cancer
SAMN03389323	SRP055860	lung cancer
SAMN03389333	SRP055860	lung cancer
SAMN03389327	SRP055860	lung cancer
SAMN03389325	SRP055860	lung cancer
SAMN03389329	SRP055860	lung cancer
SAMN03389326	SRP055860	lung cancer
SAMN03389328	SRP055860	lung cancer
SAMN03389330	SRP055860	lung cancer
SAMN03389340	SRP055863	lung cancer
SAMN03389339	SRP055863	lung cancer
SAMN03389341	SRP055863	lung cancer
SAMN03389342	SRP055863	lung cancer
SAMN03389338	SRP055863	lung cancer
SAMN03389337	SRP055863	lung cancer
SAMN03389879	SRP055890	macrophage
SAMN03389882	SRP055890	macrophage
SAMN03389877	SRP055890	macrophage
SAMN03389878	SRP055890	macrophage
SAMN03389880	SRP055890	macrophage
SAMN03389881	SRP055890	macrophage
SAMN03392995	SRP055918	placenta
SAMN03392994	SRP055918	placenta
SAMN03392928	SRP055918	placenta
SAMN03392984	SRP055918	placenta
SAMN03392933	SRP055918	placenta
SAMN03392924	SRP055918	placenta
SAMN03393003	SRP055918	placenta
SAMN03392978	SRP055918	placenta
SAMN03392932	SRP055918	placenta
SAMN03392942	SRP055918	placenta
SAMN03392997	SRP055918	placenta
SAMN03392964	SRP055918	placenta
SAMN03392962	SRP055918	placenta
SAMN03392921	SRP055918	placenta
SAMN03392988	SRP055918	placenta
SAMN03392953	SRP055918	placenta
SAMN03392991	SRP055918	placenta
SAMN03392954	SRP055918	placenta
SAMN03392981	SRP055918	placenta
SAMN03392925	SRP055918	placenta
SAMN03392960	SRP055918	placenta
SAMN03392979	SRP055918	placenta
SAMN03392920	SRP055918	placenta
SAMN03392974	SRP055918	placenta
SAMN03392959	SRP055918	placenta
SAMN03392927	SRP055918	placenta
SAMN03392945	SRP055918	placenta
SAMN03392949	SRP055918	placenta
SAMN03392946	SRP055918	placenta
SAMN03392972	SRP055918	placenta
SAMN03392969	SRP055918	placenta
SAMN03392919	SRP055918	placenta
SAMN03392983	SRP055918	placenta
SAMN03392961	SRP055918	placenta
SAMN03392941	SRP055918	placenta
SAMN03392937	SRP055918	placenta
SAMN03392958	SRP055918	placenta
SAMN03392982	SRP055918	placenta
SAMN03392971	SRP055918	placenta
SAMN03392929	SRP055918	placenta
SAMN03392976	SRP055918	placenta
SAMN03392923	SRP055918	placenta
SAMN03393000	SRP055918	placenta
SAMN03392951	SRP055918	placenta
SAMN03393426	SRP055938	trachea
SAMN03393432	SRP055938	trachea
SAMN03393422	SRP055938	trachea
SAMN03393423	SRP055938	trachea
SAMN03393429	SRP055938	trachea
SAMN03393421	SRP055938	trachea
SAMN03393428	SRP055938	trachea
SAMN03393425	SRP055938	trachea
SAMN03393427	SRP055938	trachea
SAMN03393430	SRP055938	trachea
SAMN03393431	SRP055938	trachea
SAMN03393424	SRP055938	trachea
SAMN03397475	SRP056041	breast cancer
SAMN03397488	SRP056041	MCF-7
SAMN03397476	SRP056041	breast cancer
SAMN03397470	SRP056041	breast cancer
SAMN03397469	SRP056041	breast cancer
SAMN03397479	SRP056041	MCF-7
SAMN03397489	SRP056041	MCF-7
SAMN03397481	SRP056041	breast cancer
SAMN03397474	SRP056041	breast cancer
SAMN03400455	SRP056087	induced pluripotent stem cell
SAMN03400451	SRP056087	fibroblast
SAMN03400452	SRP056087	fibroblast
SAMN03400450	SRP056087	keratinocyte
SAMN03400454	SRP056087	embryonic stem cell
SAMN03400448	SRP056087	embryonic stem cell
SAMN03400453	SRP056087	induced pluripotent stem cell
SAMN03375421	SRP056109	pancreas
SAMN03375414	SRP056109	pancreas
SAMN03375418	SRP056109	pancreas
SAMN03375413	SRP056109	pancreas
SAMN03375419	SRP056109	pancreas
SAMN03375409	SRP056109	pancreas
SAMN03375408	SRP056109	pancreas
SAMN03375411	SRP056109	pancreas
SAMN03375416	SRP056109	pancreas
SAMN03375415	SRP056109	pancreas
SAMN03375423	SRP056109	pancreas
SAMN03375422	SRP056109	pancreas
SAMN03375412	SRP056109	pancreas
SAMN03375410	SRP056109	pancreas
SAMN03418071	SRP056197	acute myeloid leukemia
SAMN03418078	SRP056197	acute myeloid leukemia
SAMN03418062	SRP056197	acute myeloid leukemia
SAMN03418079	SRP056197	acute myeloid leukemia
SAMN03418065	SRP056197	acute myeloid leukemia
SAMN03418068	SRP056197	acute myeloid leukemia
SAMN03418069	SRP056197	acute myeloid leukemia
SAMN03418066	SRP056197	acute myeloid leukemia
SAMN03418067	SRP056197	acute myeloid leukemia
SAMN03418080	SRP056197	acute myeloid leukemia
SAMN03418070	SRP056197	acute myeloid leukemia
SAMN03418081	SRP056197	acute myeloid leukemia
SAMN03418073	SRP056197	acute myeloid leukemia
SAMN03418075	SRP056197	acute myeloid leukemia
SAMN03418076	SRP056197	acute myeloid leukemia
SAMN03418077	SRP056197	acute myeloid leukemia
SAMN03418072	SRP056197	acute myeloid leukemia
SAMN03418074	SRP056197	acute myeloid leukemia
SAMN03418061	SRP056197	acute myeloid leukemia
SAMN03418060	SRP056197	acute myeloid leukemia
SAMN03418064	SRP056197	acute myeloid leukemia
SAMN03418063	SRP056197	acute myeloid leukemia
SAMN03417713	SRP056293	lymphoma
SAMN03417728	SRP056293	lymphoma
SAMN03417708	SRP056293	lymphoma
SAMN03417729	SRP056293	lymphoma
SAMN03417716	SRP056293	lymphoma
SAMN03417731	SRP056293	lymphoma
SAMN03417717	SRP056293	lymphoma
SAMN03417715	SRP056293	lymphoma
SAMN03417726	SRP056293	lymphoma
SAMN03417718	SRP056293	lymphoma
SAMN03417724	SRP056293	lymphoma
SAMN03417709	SRP056293	lymphoma
SAMN03417719	SRP056293	lymphoma
SAMN03417730	SRP056293	lymphoma
SAMN03417725	SRP056293	lymphoma
SAMN03417710	SRP056293	lymphoma
SAMN03417714	SRP056293	lymphoma
SAMN03417727	SRP056293	lymphoma
SAMN03417720	SRP056293	lymphoma
SAMN03417723	SRP056293	lymphoma
SAMN03431021	SRP056295	acute myeloid leukemia
SAMN03431253	SRP056295	acute myeloid leukemia
SAMN03431226	SRP056295	acute myeloid leukemia
SAMN03431005	SRP056295	acute myeloid leukemia
SAMN03431177	SRP056295	acute myeloid leukemia
SAMN03431036	SRP056295	acute myeloid leukemia
SAMN03431263	SRP056295	acute myeloid leukemia
SAMN03431192	SRP056295	acute myeloid leukemia
SAMN03431213	SRP056295	acute myeloid leukemia
SAMN03431195	SRP056295	acute myeloid leukemia
SAMN03431143	SRP056295	acute myeloid leukemia
SAMN03431174	SRP056295	acute myeloid leukemia
SAMN03431117	SRP056295	acute myeloid leukemia
SAMN03431092	SRP056295	acute myeloid leukemia
SAMN03431215	SRP056295	acute myeloid leukemia
SAMN03431114	SRP056295	acute myeloid leukemia
SAMN03431070	SRP056295	acute myeloid leukemia
SAMN03431027	SRP056295	acute myeloid leukemia
SAMN03431176	SRP056295	acute myeloid leukemia
SAMN03431147	SRP056295	acute myeloid leukemia
SAMN03431129	SRP056295	acute myeloid leukemia
SAMN03431128	SRP056295	acute myeloid leukemia
SAMN03431189	SRP056295	acute myeloid leukemia
SAMN03431115	SRP056295	acute myeloid leukemia
SAMN03431223	SRP056295	acute myeloid leukemia
SAMN03431119	SRP056295	acute myeloid leukemia
SAMN03431039	SRP056295	acute myeloid leukemia
SAMN03431155	SRP056295	acute myeloid leukemia
SAMN03431130	SRP056295	acute myeloid leukemia
SAMN03431101	SRP056295	acute myeloid leukemia
SAMN03431042	SRP056295	acute myeloid leukemia
SAMN03431236	SRP056295	acute myeloid leukemia
SAMN03431069	SRP056295	acute myeloid leukemia
SAMN03431235	SRP056295	acute myeloid leukemia
SAMN03431214	SRP056295	acute myeloid leukemia
SAMN03431050	SRP056295	acute myeloid leukemia
SAMN03431206	SRP056295	acute myeloid leukemia
SAMN03431267	SRP056295	acute myeloid leukemia
SAMN03431238	SRP056295	acute myeloid leukemia
SAMN03431202	SRP056295	acute myeloid leukemia
SAMN03431049	SRP056295	acute myeloid leukemia
SAMN03431138	SRP056295	acute myeloid leukemia
SAMN03431124	SRP056295	acute myeloid leukemia
SAMN03431034	SRP056295	acute myeloid leukemia
SAMN03431231	SRP056295	acute myeloid leukemia
SAMN03431171	SRP056295	acute myeloid leukemia
SAMN03431244	SRP056295	acute myeloid leukemia
SAMN03431054	SRP056295	acute myeloid leukemia
SAMN03431151	SRP056295	acute myeloid leukemia
SAMN03431245	SRP056295	acute myeloid leukemia
SAMN03431133	SRP056295	acute myeloid leukemia
SAMN03431029	SRP056295	acute myeloid leukemia
SAMN03431233	SRP056295	acute myeloid leukemia
SAMN03431046	SRP056295	acute myeloid leukemia
SAMN03431067	SRP056295	acute myeloid leukemia
SAMN03431203	SRP056295	acute myeloid leukemia
SAMN03431107	SRP056295	acute myeloid leukemia
SAMN03431057	SRP056295	acute myeloid leukemia
SAMN03431162	SRP056295	acute myeloid leukemia
SAMN03431234	SRP056295	acute myeloid leukemia
SAMN03431056	SRP056295	acute myeloid leukemia
SAMN03431093	SRP056295	acute myeloid leukemia
SAMN03431262	SRP056295	acute myeloid leukemia
